"barrels08","city08","highway08","comb08","co2TailpipeGpm","cylinders","displ","drive","fuelCost08","fuelType","id","make","model","mpgData","pv2","pv4","trany","VClass","year"
14.3308695652174,21,27,23,386.391304347826,4,2,"All-Wheel Drive","2250","Premium",28547,"Audi","A5 quattro","Y","84","0","Automatic (S6)","Subcompact Cars","2010"
16.4805,17,26,20,444.35,6,3,"All-Wheel Drive","2550","Premium",28548,"Audi","S5 Cabriolet","N","81","0","Automatic (S7)","Subcompact Cars","2010"
13.73375,21,29,24,370.291666666667,4,2,"All-Wheel Drive","2150","Premium",28549,"Audi","TT Coupe quattro","N","0","0","Automatic (S6)","Subcompact Cars","2010"
27.4675,10,17,12,740.583333333333,12,6,"All-Wheel Drive","4300","Premium",28550,"Bentley","Continental GTC","N","86","0","Automatic (S6)","Subcompact Cars","2010"
11.7717857142857,25,34,28,317.392857142857,4,1.6,"Front-Wheel Drive","1500","Regular",28551,"Chevrolet","Aveo 5","N","0","91","Automatic 4-spd","Subcompact Cars","2010"
10.987,27,35,30,296.233333333333,4,1.6,"Front-Wheel Drive","1400","Regular",28552,"Chevrolet","Aveo 5","Y","0","91","Manual 5-spd","Subcompact Cars","2010"
12.2077777777778,24,33,27,329.148148148148,4,2.2,"Front-Wheel Drive","1550","Regular",28553,"Chevrolet","Cobalt Coupe","Y","83","0","Automatic 4-spd","Subcompact Cars","2010"
11.3658620689655,25,35,29,306.448275862069,4,2.2,"Front-Wheel Drive","1450","Regular",28554,"Chevrolet","Cobalt Coupe","Y","83","0","Manual 5-spd","Subcompact Cars","2010"
13.1844,22,30,25,355.48,4,2,"Front-Wheel Drive","1700","Regular",28555,"Chevrolet","Cobalt SS Coupe","N","83","0","Manual 5-spd","Subcompact Cars","2010"
10.987,25,37,30,296.233333333333,4,2.2,"Front-Wheel Drive","1400","Regular",28556,"Chevrolet","Cobalt XFE Coupe","Y","83","0","Manual 5-spd","Subcompact Cars","2010"
18.3116666666667,16,22,18,493.722222222222,2,1.3,"Rear-Wheel Drive","2850","Premium",28557,"Mazda","RX-8","N","0","89","Manual 6-spd","Subcompact Cars","2010"
17.3478947368421,16,23,19,467.736842105263,2,1.3,"Rear-Wheel Drive","2700","Premium",28558,"Mazda","RX-8","N","0","89","Automatic (S6)","Subcompact Cars","2010"
17.3478947368421,16,25,19,467.736842105263,6,3.8,"Front-Wheel Drive","2700","Premium",28559,"Mitsubishi","Eclipse","N","0","82","Manual 6-spd","Subcompact Cars","2010"
14.3308695652174,20,28,23,386.391304347826,4,2.4,"Front-Wheel Drive","1850","Regular",28560,"Mitsubishi","Eclipse","N","0","82","Manual 5-spd","Subcompact Cars","2010"
17.3478947368421,16,24,19,467.736842105263,6,3.8,"Front-Wheel Drive","2700","Premium",28561,"Mitsubishi","Eclipse","N","0","82","Automatic (S5)","Subcompact Cars","2010"
14.3308695652174,20,27,23,386.391304347826,4,2.4,"Front-Wheel Drive","1850","Regular",28562,"Mitsubishi","Eclipse","N","0","82","Automatic (S4)","Subcompact Cars","2010"
12.2077777777778,24,33,27,329.148148148148,4,2.2,"Front-Wheel Drive","1550","Regular",28563,"Pontiac","G5","N","83","86","Automatic 4-spd","Subcompact Cars","2010"
11.3658620689655,25,35,29,306.448275862069,4,2.2,"Front-Wheel Drive","1450","Regular",28564,"Pontiac","G5","N","83","86","Manual 5-spd","Subcompact Cars","2010"
12.6773076923077,23,32,26,341.807692307692,4,2.2,"Front-Wheel Drive","1650","Regular",28565,"Pontiac","G5 GT","N","83","0","Automatic 4-spd","Subcompact Cars","2010"
11.3658620689655,25,35,29,306.448275862069,4,2.2,"Front-Wheel Drive","1450","Regular",28566,"Pontiac","G5 GT","N","83","0","Manual 5-spd","Subcompact Cars","2010"
10.987,25,37,30,296.233333333333,4,2.2,"Front-Wheel Drive","1400","Regular",28567,"Pontiac","G5 XFE","N","83","0","Manual 5-spd","Subcompact Cars","2010"
